CLAVE,Genero,Aodeegreso,ies,region,Tipo_prueba,PHCE_NOTA,NOTA_PCE,PRP_NOTA_escritura,asis_phce,nivel2,asis_pcp,PCPInscrita
PQ1838226211,Hombre,2015,Universidad Católica de Temuco,9,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PQ1839549521,Mujer,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PQ1870167111,Hombre,2016,Universidad Andrés Bello,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PQ1875985021,Mujer,2014,Universidad de las Américas,13,2,2,Esencial, ,Asiste,Media,Asiste,Media
PQ1879504421,Mujer,2015,Universidad Santo Tomás,13,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
PQ1889964011,Hombre,2015,Universidad de La Frontera,9,2,2,Esencial, ,Asiste,Media,Asiste,Media
PQ1913117811,Hombre,2014,Universidad Católica de la Santísima Concepción,8,2,4,Competente, ,Asiste,Media,Asiste,Media
PQ1914865821,Mujer,2016,Universidad Católica del Maule,7,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PQ1926039611,Hombre,2015,Universidad Autónoma de Chile,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QO1027603311,Hombre,2015,Universidad Autónoma de Chile,7,2,4,Competente, ,Asiste,Media,Asiste,Media
QO1029513711,Hombre,2014,Universidad Católica de la Santísima Concepción,8,2,4,Competente, ,Asiste,Media,Asiste,Media
QO1141407021,Mujer,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
QO1172577521,Mujer,2015,Universidad Católica de Temuco,9,2,2,Esencial, ,Asiste,Media,Asiste,Media
QO1341779011,Hombre,2015,Universidad Andrés Bello,8,2,4,Competente, ,Asiste,Media,Asiste,Media
QO1366010211,Hombre,2016,Universidad Alberto Hurtado,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QO1401572411,Hombre,2015,Universidad Alberto Hurtado,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QO1453834811,Hombre,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Media,Asiste,Media
QO1474904321,Mujer,2015,Universidad Bolivariana,4,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
QO1499237821,Mujer,2015,Universidad San Sebastián,10,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QO1517062011,Hombre,2014,Pontificia Universidad Católica de Valparaíso,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QO1652836911,Hombre,2015,Universidad Autónoma de Chile,9,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QO1691734821,Mujer,2015,Universidad de las Américas,5,2,2,Esencial, ,Asiste,de Párvulos,Asiste,de Párvulos
QO1704819021,Mujer,2015,Universidad de Tarapacá,15,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QO1705296621,Mujer,2015,Universidad de Atacama,3,2,4,Competente, ,Asiste,Media,Asiste,Media
QO1729371611,Hombre,2015,Pontificia Universidad Católica de Valparaíso,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QO1813663311,Hombre,2016,Universidad Alberto Hurtado,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QO1815750911,Hombre,2015,Universidad Católica de la Santísima Concepción,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QO1816706111,Hombre,2016,Universidad Viña del Mar,5,2,2,Esencial, ,Asiste,Media,Asiste,Media
QO1820349321,Mujer,2015,Universidad Adventista de Chile,8,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
QO1906171321,Mujer,2015,Universidad del Desarrollo,8,2,4,Competente, ,Asiste,Media,Asiste,Media
QO1947258221,Mujer,2015,Universidad Metropolitana de Ciencias de la Educación,13,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
QO1956125611,Hombre,2015,Universidad de Santiago de Chile,13,2,4,Competente, ,Asiste,Media,Asiste,Media
QO1956533511,Hombre,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Media,Asiste,Media
QO1978751421,Mujer,2015,Universidad de Atacama,3,2,4,Competente, ,Asiste,Media,Asiste,Media
QP1006719111,Hombre,2014,Pontificia Universidad Católica de Valparaíso,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QP1015546321,Mujer,2015,Pontificia Universidad Católica de Chile,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QP1024351921,Mujer,2016,Universidad Católica de Temuco,9,2,4,Competente, ,Asiste,Media,Asiste,Media
QP1035483111,Hombre,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Media,Asiste,Media
QP1036071921,Mujer,2015,Universidad De Playa Ancha De Ciencias De La Educación,5,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
QP1054698121,Mujer,2016,Universidad Alberto Hurtado,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QP1058997221,Mujer,2015,Universidad San Sebastián,10,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QP1076398921,Mujer,2015,Universidad del Desarrollo,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QP1077798911,Hombre,2015,Universidad Adventista de Chile,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QP1082584421,Mujer,2015,Universidad Santo Tomás,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
QP1090148021,Mujer,2014,Universidad de Valparaíso,5,2,4,Competente, ,Asiste,Media,Asiste,Media
QP1098754121,Mujer,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
QP1133343611,Hombre,2015,Universidad San Sebastián,14,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QP1133645411,Hombre,2015,Universidad Adventista de Chile,8,2,2,Esencial, ,Asiste,Media,Asiste,Media
QP1159185011,Hombre,2015,Universidad San Sebastián,8,2,4,Competente, ,Asiste,Media,Asiste,Media
QP1233394211,Hombre,2015,Universidad de Magallanes,12,2,4,Competente, ,Asiste,Media,Asiste,Media
QP1250763921,Mujer,2015,Universidad Diego Portales,13,2,4,Competente, ,Asiste,Media,Asiste,Media
QP1274138521,Mujer,2015,Universidad de Concepción,8,2,4,Competente, ,Asiste,Media,Asiste,Media
QP1298502511,Hombre,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Media,Asiste,Media
QP1300850821,Mujer,2015,Universidad de Chile,6,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QP1320091911,Hombre,2016,Universidad Alberto Hurtado,13,2,4,Competente, ,Asiste,Media,Asiste,Media
QP1327683721,Mujer,2015,Universidad Católica Silva Henríquez,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
QP1350981121,Mujer,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
QP1357409921,Mujer,2015,Universidad Mayor,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QP1375471321,Mujer,2014,Universidad de Tarapacá,15,2,4,Competente, ,Asiste,Media,Asiste,Media
QP1377024221,Mujer,2015,Universidad Diego Portales,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QP1379921321,Mujer,2014,Universidad Católica de la Santísima Concepción,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QP1395873921,Mujer,2016,Universidad Alberto Hurtado,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QP1439582511,Hombre,2015,Universidad Católica de la Santísima Concepción,6,2,4,Competente, ,Asiste,Media,Asiste,Media
QP1477701021,Mujer,2016,Universidad Católica del Maule,7,2,4,Competente, ,Asiste,Especial,Asiste,Básica
QP1484711121,Mujer,2015,Pontificia Universidad Católica de Chile,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
QP1496431821,Mujer,2015,Universidad Católica del Maule,7,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QP1507028121,Mujer,2015,Universidad Adventista de Chile,8,2,2,Esencial, ,Asiste,Media,Asiste,Media
QP1530622921,Mujer,2016,Universidad De Playa Ancha De Ciencias De La Educación,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QQ1551326611,Hombre,2015,Universidad Autónoma de Chile,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QQ1566777221,Mujer,2015,Universidad De Playa Ancha De Ciencias De La Educación,5,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
QQ1602782921,Mujer,2015,Universidad Bernardo O'Higgins,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QQ1608447811,Hombre,2016,Universidad Católica Silva Henríquez,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QQ1618401821,Mujer,2015,Universidad Adventista de Chile,8,2,1,En desarrollo, ,Asiste,Media,Asiste,Media
QQ1630281511,Hombre,2015,Universidad San Sebastián,6,2,1,En desarrollo, ,Asiste,Media,Asiste,Media
QQ1659231021,Mujer,2018,Universidad Autónoma de Chile,7,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QQ1710129421,Mujer,2015,Universidad Autónoma de Chile,9,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
QQ1722447221,Mujer,2015,Universidad Andrés Bello,13,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
QQ1749831411,Hombre,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QQ1781702611,Hombre,2015,Pontificia Universidad Católica de Valparaíso,5,2,4,Competente, ,Asiste,Media,Asiste,Media
QQ1790271621,Mujer,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Media,Asiste,Media
QQ1801094021,Mujer,2014,Universidad Chileno-Británica,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QQ1807501521,Mujer,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
QQ1814767311,Hombre,2015,Universidad Bernardo O'Higgins,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QQ1818582221,Mujer,2015,Universidad de las Américas,6,2,2,Esencial, ,Asiste,de Párvulos,Asiste,de Párvulos
QQ1856511511,Hombre,2015,Universidad San Sebastián,8,2,4,Competente, ,Asiste,Media,Asiste,Media
QQ1894423611,Hombre,2015,Universidad Andrés Bello,5,2,4,Competente, ,Asiste,Media,Asiste,Media
QQ1916252011,Hombre,2014,Universidad de La Frontera,9,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QQ1956139121,Mujer,2015,Universidad Andrés Bello,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QQ1975625321,Mujer,2015,Universidad de las Américas,13,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
QQ1980622921,Mujer,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
QQ1996645021,Mujer,2015,Universidad de Concepción,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QR1002407511,Hombre,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QR1029629121,Mujer,2015,Universidad San Sebastián,10,2,4,Competente, ,Asiste,Media,Asiste,Media
QR1035679911,Hombre,2015,Universidad Bernardo O'Higgins,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QR1048245921,Mujer,2015,Universidad San Sebastián,14,2,4,Competente, ,Asiste,Especial,Asiste,Básica
QR1056283111,Hombre,2015,Universidad Católica de la Santísima Concepción,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QR1059173411,Hombre,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Media,Asiste,Media
QR1062764421,Mujer,2015,Universidad Andrés Bello,13,2,4,Competente, ,Asiste,Media,Asiste,Media
QR1086021311,Hombre,2015,Universidad Autónoma de Chile,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QR1098166421,Mujer,2015,Universidad Diego Portales,13,2,4,Competente, ,Asiste,Media,Asiste,Media
QR1106509021,Mujer,2015,Universidad de Tarapacá,15,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
QR1117887321,Mujer,2015,Universidad San Sebastián,14,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QR1165994921,Mujer,2015,Universidad de Atacama,3,2,4,Competente, ,Asiste,Media,Asiste,Media
QR1166293321,Mujer,2015,Universidad de Tarapacá,15,2,4,Competente, ,Asiste,Media,Asiste,Media
QR1170727621,Mujer,2014,Universidad Católica del Norte,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QR1177689121,Mujer,2015,Universidad San Sebastián,10,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QR1197210411,Hombre,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QR1197698621,Mujer,2015,Universidad de la Serena,4,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
QR1223287311,Hombre,2015,Universidad de Santiago de Chile,13,2,4,Competente, ,Asiste,Media,Asiste,Media
QR1225090911,Hombre,2015,Universidad San Sebastián,10,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QR1229411021,Mujer,2015,Universidad Alberto Hurtado,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QR1242545021,Mujer,2015,Pontificia Universidad Católica de Chile,13,2,4,Competente, ,Asiste,Media,Asiste,Media
QR1242933615,Mujer,2015,Universidad San Sebastián,8,2,2,Esencial, ,Asiste,Especial,Asiste,Básica
QR1245814221,Mujer,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Especial,Asiste,Básica
QR1250421811,Hombre,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QR1251757721,Mujer,2015,Universidad Santo Tomás,8,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
QR1264169011,Hombre,2015,Universidad de Chile,10,2,4,Competente, ,Asiste,Media,Asiste,Media
QR1279370521,Mujer,2015,Universidad San Sebastián,10,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
QR1294342621,Mujer,2015,Universidad Adventista de Chile,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QR1300625221,Mujer,2015,Universidad del Desarrollo,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QR1306427521,Mujer,2015,Universidad Católica de Temuco,9,2,2,Esencial, ,Asiste,Media,Asiste,Media
QR1311929421,Mujer,2015,Pontificia Universidad Católica de Chile,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QR1316923921,Mujer,2015,Universidad San Sebastián,14,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QR1320460521,Mujer,2015,Universidad de la Serena,4,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
QR1322183221,Mujer,2015,Universidad San Sebastián,10,2,4,Competente, ,Asiste,Media,Asiste,Media
QR1342371521,Mujer,2015,Pontificia Universidad Católica de Chile,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QR1353141921,Mujer,2015,Universidad del Desarrollo,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QR1370512421,Mujer,2015,Universidad San Sebastián,10,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QR1379389721,Mujer,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Especial,Asiste,Básica
QR1382139621,Mujer,2016,Universidad De Playa Ancha De Ciencias De La Educación,5,2,4,Competente, ,Asiste,Media,Asiste,Media
QR1412012121,Mujer,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
QR1423802121,Mujer,2015,Universidad de la Serena,4,2,2,Esencial, ,Asiste,Especial,Asiste,Básica
QR1442402621,Mujer,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
QR1454838221,Mujer,2015,Universidad San Sebastián,14,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
QR1455998521,Mujer,2015,Universidad Bernardo O'Higgins,13,2,4,Competente, ,Asiste,Media,Asiste,Media
QR1461013921,Mujer,2014,Universidad Católica de la Santísima Concepción,8,2,4,Competente, ,Asiste,Media,Asiste,Media
QR1474188021,Mujer,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Especial,Asiste,Básica
QR1475497821,Mujer,2015,Universidad Santo Tomás,8,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
QR1518311321,Mujer,2015,Universidad San Sebastián,10,2,2,Esencial, ,Asiste,Especial,Asiste,Básica
QS1539130521,Mujer,2015,Universidad del Desarrollo,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QS1549732121,Mujer,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
QS1557650711,Hombre,2015,Universidad De Playa Ancha De Ciencias De La Educación,6,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QS1558887721,Mujer,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QS1563860721,Mujer,2015,Universidad de las Américas,8,2,1,En desarrollo, ,Asiste,Especial,Asiste,Básica
QS1565272521,Mujer,2014,Universidad Santo Tomás,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QS1592194821,Mujer,2015,Universidad San Sebastián,8,2,2,Esencial, ,Asiste,Especial,Asiste,Básica
QS1597210121,Mujer,2015,Universidad San Sebastián,14,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
QS1610494621,Mujer,2015,Universidad Autónoma de Chile,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QS1611123621,Mujer,2015,Universidad Autónoma de Chile,13,2,3,Apropiado, ,Asiste,Media,Asiste,Básica
QS1638850221,Mujer,2015,Pontificia Universidad Católica de Chile,13,2,4,Competente, ,Asiste,Media,Asiste,Media
QS1663443021,Mujer,2015,Universidad San Sebastián,7,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QS1668549121,Mujer,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Media,Asiste,Media
QS1672048921,Mujer,2015,Universidad de las Américas,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QS1684108711,Hombre,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
QS1697573921,Mujer,2015,Universidad San Sebastián,8,2,4,Competente, ,Asiste,Especial,Asiste,Básica
QS1699941521,Mujer,2015,Universidad de Los Andes,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
QS1700667311,Hombre,2015,Universidad San Sebastián,14,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QS1706555221,Mujer,2015,Universidad San Sebastián,8,2,1,En desarrollo, ,Asiste,Especial,Asiste,Básica
QS1714809821,Mujer,2015,Pontificia Universidad Católica de Valparaíso,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QS1716749721,Mujer,2015,Universidad San Sebastián,8,2,2,Esencial, ,Asiste,Media,Asiste,Media
QS1718813411,Hombre,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QS1725725621,Mujer,2015,Universidad de las Américas,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QS1749004221,Mujer,2015,Universidad Católica de Temuco,9,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
QS1758345521,Mujer,2015,Universidad de La Frontera,9,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QS1775703521,Mujer,2015,Universidad Adventista de Chile,8,2,2,Esencial, ,Asiste,Media,Asiste,Media
QS1776231021,Mujer,2015,Universidad San Sebastián,14,2,4,Competente, ,Asiste,Media,Asiste,Media
QS1776271721,Mujer,2015,Universidad Católica del Maule,7,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
QS1783947621,Mujer,2015,Pontificia Universidad Católica de Valparaíso,5,2,4,Competente, ,Asiste,Media,Asiste,Media
QS1793670721,Mujer,2015,Universidad de las Américas,8,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
QS1803961121,Mujer,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QS1822046621,Mujer,2015,Universidad Católica de Temuco,10,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
QS1854451421,Mujer,2015,Universidad Católica del Maule,7,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
QS1928573521,Mujer,2015,Universidad de Los Andes,5,2,4,Competente, ,Asiste,Media,Asiste,Media
QS1934803821,Mujer,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
QS1938908611,Hombre,2015,Universidad del Desarrollo,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QS1942508421,Mujer,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
QS1944118821,Mujer,2015,Universidad San Sebastián,14,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QS1957899711,Hombre,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
QS1963242921,Mujer,2015,Universidad Católica de Temuco,9,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
QS1982447521,Mujer,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Media,Asiste,Media
QS1989456721,Mujer,2015,Universidad Católica Silva Henríquez,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
QS1990797921,Mujer,2015,Universidad San Sebastián,10,2,4,Competente, ,Asiste,Especial,Asiste,Básica
QS1996145421,Mujer,2015,Universidad Andrés Bello,8,2,2,Esencial, ,Asiste,Media,Asiste,Media
RQ1011902821,Mujer,2015,Universidad San Sebastián,10,2,4,Competente, ,Asiste,Media,Asiste,Media
RQ1023084621,Mujer,2015,Universidad San Sebastián,14,2,4,Competente, ,Asiste,Media,Asiste,Media
RQ1052942221,Mujer,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
RQ1055818611,Hombre,2015,Pontificia Universidad Católica de Chile,6,2,4,Competente, ,Asiste,Media,Asiste,Media
RQ1065682821,Mujer,2014,Universidad Católica de la Santísima Concepción,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
RQ1085406521,Mujer,2015,Universidad San Sebastián,10,2,4,Competente, ,Asiste,Media,Asiste,Media
RQ1099995811,Hombre,2015,Pontificia Universidad Católica de Valparaíso,6,2,3,Apropiado, ,Asiste,Media,Asiste,Media
RQ1100127621,Mujer,2015,Universidad San Sebastián,10,2,4,Competente, ,Asiste,Media,Asiste,Media
RQ1107087411,Hombre,2015,Universidad San Sebastián,10,2,3,Apropiado, ,Asiste,Media,Asiste,Media
RQ1114967811,Hombre,2015,Universidad Católica de la Santísima Concepción,8,2,4,Competente, ,Asiste,Media,Asiste,Media
RQ1126125021,Mujer,2015,Universidad Católica de Temuco,9,2,4,Competente, ,Asiste,Especial,Asiste,Básica
RQ1126766521,Mujer,2015,Universidad Alberto Hurtado,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
RQ1128703421,Mujer,2015,Universidad Católica de Temuco,9,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
RQ1140504721,Mujer,2016,Universidad Alberto Hurtado,13,2,4,Competente, ,Asiste,Media,Asiste,Media
RQ1144490411,Hombre,2015,Universidad de las Américas,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
RQ1170178221,Mujer,2015,Universidad de Atacama,3,2,4,Competente, ,Asiste,Media,Asiste,Media
RQ1181563921,Mujer,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,Media,Asiste,Media
RQ1182825021,Mujer,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
RQ1183168111,Hombre,2015,Universidad Bernardo O'Higgins,13,2,4,Competente, ,Asiste,Media,Asiste,Media
RQ1221658121,Mujer,2015,Universidad Adventista de Chile,13,2,2,Esencial, ,Asiste,Media,Asiste,Media
RQ1228988021,Mujer,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Media,Asiste,Media
RQ1241741921,Mujer,2015,Universidad Católica de Temuco,9,2,4,Competente, ,Asiste,Especial,Asiste,Básica
RQ1252082821,Mujer,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,Media,Asiste,Media
RQ1255361621,Mujer,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
RQ1261041521,Mujer,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
RQ1263309721,Mujer,2015,Pontificia Universidad Católica de Valparaíso,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
RQ1270524521,Mujer,2015,Universidad de Santiago de Chile,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
RQ1283340921,Mujer,2014,Universidad de Antofagasta,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
RQ1302613621,Mujer,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Especial,Asiste,Básica
