CLAVE,Genero,Aodeegreso,ies,region,Tipo_prueba,PHCE_NOTA,NOTA_PCE,PRP_NOTA_escritura,asis_phce,nivel2,asis_pcp,PCPInscrita
RQ1798903721,Mujer,2015,Universidad San Sebastián,10,1, , ,2,Asiste,Básica,Asiste,Básica
RQ1866824321,Mujer,2015,Universidad San Sebastián,13,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1920982721,Mujer,2015,Universidad Católica Silva Henríquez,7,1, , ,3,Asiste,Básica,Asiste,Básica
RQ1946224221,Mujer,2015,Universidad Diego Portales,6,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1956798821,Mujer,2015,Universidad Católica de la Santísima Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1963706421,Mujer,2014,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1980193221,Mujer,2015,Universidad San Sebastián,13,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1984348221,Mujer,2015,Universidad de Los Andes,13,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1985894821,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
RR1001854511,Hombre,2015,Universidad San Sebastián,13,1, , ,3,Asiste,Básica,Asiste,Básica
RR1005058421,Mujer,2015,Universidad Católica del Maule,7,1, , ,4,Asiste,Básica,Asiste,Básica
RR1016966721,Mujer,2015,Universidad San Sebastián,8,1, , ,4,Asiste,Básica,Asiste,Básica
RR1024508621,Mujer,2015,Universidad de la Serena,3,1, , ,4,Asiste,Especial,Asiste,Básica
RR1030856411,Hombre,2015,Universidad Bernardo O'Higgins,13,1, , ,4,Asiste,Básica,Asiste,Básica
RR1071937521,Mujer,2015,Universidad Católica del Maule,7,1, , ,3,Asiste,Básica,Asiste,Básica
RR1118112721,Mujer,2015,Universidad de Los Andes,13,1, , ,3,Asiste,Básica,Asiste,Básica
RR1149094521,Mujer,2015,Universidad Católica del Maule,7,1, , ,4,Asiste,Básica,Asiste,Básica
RR1165315521,Mujer,2015,Universidad Católica Silva Henríquez,13,1, , ,2,Asiste,Básica,Asiste,Básica
RR1177424721,Mujer,2015,Universidad de Atacama,3,1, , ,4,Asiste,Básica,Asiste,Básica
RR1208172421,Mujer,2015,Universidad del Desarrollo,13,1, , ,4,Asiste,Básica,Asiste,Básica
RR1245649021,Mujer,2015,Universidad Bernardo O'Higgins,13,1, , ,4,Asiste,Básica,Asiste,Básica
RR1273744821,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
RR1336575421,Mujer,2015,Universidad de Atacama,3,1, , ,2,Asiste,Básica,Asiste,Básica
RR1350568421,Mujer,2015,Universidad Bernardo O'Higgins,13,1, , ,2,Asiste,Básica,Asiste,Básica
RR1366320311,Hombre,2014,Pontificia Universidad Católica de Valparaíso,5,1, , ,4,Asiste,Básica,Asiste,Básica
RR1384527921,Mujer,2015,Universidad San Sebastián,13,1, , ,4,Asiste,Básica,Asiste,Básica
RR1389922921,Mujer,2015,Universidad Católica del Maule,7,1, , ,4,Asiste,Básica,Asiste,Básica
RR1405704711,Hombre,2015,Universidad San Sebastián,8,1, , ,4,Asiste,Básica,Asiste,Básica
RR1406207421,Mujer,2015,Pontificia Universidad Católica de Valparaíso,5,1, , ,3,Asiste,Básica,Asiste,Básica
RR1411138821,Mujer,2015,Universidad Adventista de Chile,8,1, , ,4,Asiste,Básica,Asiste,Básica
RR1419272121,Mujer,2015,Universidad San Sebastián,10,1, , ,4,Asiste,Básica,Asiste,Básica
RR1426627721,Mujer,2015,Universidad San Sebastián,13,1, , ,3,Asiste,Básica,Asiste,Básica
RR1431750821,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
RR1460580111,Hombre,2015,Universidad San Sebastián,14,1, , ,4,Asiste,Básica,Asiste,Básica
RR1471140221,Mujer,2015,Universidad San Sebastián,14,1, , ,3,Asiste,Básica,Asiste,Básica
RR1485638721,Mujer,2015,Universidad San Sebastián,10,1, , ,4,Asiste,Básica,Asiste,Básica
RR1508243221,Mujer,2015,Universidad del Bío - Bío,8,1, , ,4,Asiste,Básica,Asiste,Básica
RR1514323521,Mujer,2015,Universidad San Sebastián,10,1, , ,3,Asiste,Básica,Asiste,Básica
RR1515409421,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
RS1566683821,Mujer,2015,Universidad Católica del Maule,7,1, , ,4,Asiste,Básica,Asiste,Básica
RS1578193521,Mujer,2015,Universidad Santo Tomás,15,1, , ,4,Asiste,Básica,Asiste,Básica
RS1578920711,Hombre,2015,Universidad Católica Silva Henríquez,13,1, , ,3,Asiste,Básica,Asiste,Básica
RS1585820621,Mujer,2015,Universidad del Bío - Bío,8,1, , ,3,Asiste,Básica,Asiste,Básica
RS1595312921,Mujer,2015,Universidad de Atacama,3,1, , ,4,Asiste,Básica,Asiste,Básica
RS1655630811,Hombre,2015,Universidad San Sebastián,8,1, , ,4,Asiste,Básica,Asiste,Básica
RS1725990421,Mujer,2014,Universidad Santo Tomás,8,1, , ,4,Asiste,Básica,Asiste,Básica
RS1748136021,Mujer,2015,Universidad San Sebastián,10,1, , ,4,Asiste,Básica,Asiste,Básica
RS1756416121,Mujer,2015,Universidad Adventista de Chile,8,1, , ,4,Asiste,Básica,Asiste,Básica
RS1758759821,Mujer,2015,Universidad Católica del Maule,7,1, , ,3,Asiste,Básica,Asiste,Básica
RS1804150221,Mujer,2016,Universidad De Playa Ancha De Ciencias De La Educación,5,1, , ,3,Asiste,Básica,Asiste,Básica
RS1819572721,Mujer,2015,Universidad San Sebastián,10,1, , ,4,Asiste,Básica,Asiste,Básica
RS1847304921,Mujer,2015,Universidad de Atacama,3,1, , ,4,Asiste,Básica,Asiste,Básica
RS1977384721,Mujer,2015,Universidad Adventista de Chile,8,1, , ,4,Asiste,Básica,Asiste,Básica
RS1980308621,Mujer,2015,Universidad del Bío - Bío,8,1, , ,4,Asiste,Básica,Asiste,Básica
SQ1054105511,Hombre,2015,Universidad San Sebastián,13,1, , ,4,Asiste,Básica,Asiste,Básica
SQ1107642511,Hombre,2015,Universidad San Sebastián,8,1, , ,4,Asiste,Básica,Asiste,Básica
SQ1206783511,Hombre,2015,Universidad Autónoma de Chile,7,1, , ,4,Asiste,Básica,Asiste,Básica
SQ1225123221,Mujer,2015,Universidad Católica Silva Henríquez,13,1, , ,4,Asiste,Básica,Asiste,Básica
SQ1227333521,Mujer,2015,Universidad del Bío - Bío,8,1, , ,4,Asiste,Básica,Asiste,Básica
SQ1242961521,Mujer,2015,Universidad San Sebastián,10,1, , ,4,Asiste,Básica,Asiste,Básica
SQ1280329621,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
SQ1316904721,Mujer,2015,Universidad Adventista de Chile,8,1, , ,3,Asiste,Básica,Asiste,Básica
SQ1321694321,Mujer,2015,Universidad San Sebastián,14,1, , ,3,Asiste,Básica,Asiste,Básica
SQ1351905621,Mujer,2015,Universidad de Atacama,3,1, , ,3,Asiste,Básica,Asiste,Básica
SQ1419316521,Mujer,2014,Instituto Profesional Providencia,8,1, , ,3,Asiste,Básica,Asiste,Básica
SQ1475844721,Mujer,2015,Universidad Andrés Bello,5,1, , ,4,Asiste,Básica,Asiste,Básica
SQ1685976321,Mujer,2015,Universidad Bernardo O'Higgins,13,1, , ,4,Asiste,Básica,Asiste,Básica
SQ1687197721,Mujer,2015,Universidad del Bío - Bío,8,1, , ,4,Asiste,Básica,Asiste,Básica
SQ1740989021,Mujer,2015,Universidad Católica Silva Henríquez,13,1, , ,3,Asiste,Básica,Asiste,Básica
SQ1897791621,Mujer,2015,Universidad Santo Tomás,8,1, , ,4,Asiste,Básica,Asiste,Básica
SQ1920419921,Mujer,2015,Universidad Santo Tomás,15,1, , ,4,Asiste,Básica,Asiste,Básica
SQ1931782421,Mujer,2015,Universidad Bernardo O'Higgins,13,1, , ,4,Asiste,Básica,Asiste,Básica
SR1076290921,Mujer,2015,Universidad Alberto Hurtado,13,1, , ,3,Asiste,Básica,Asiste,Básica
SR1089502021,Mujer,2015,Universidad Católica del Maule,7,1, , ,4,Asiste,Básica,Asiste,Básica
SR1100128811,Hombre,2015,Universidad Católica del Norte,2,1, , ,3,Asiste,Básica,Asiste,Básica
SR1112777821,Mujer,2016,Universidad de la Serena,4,1, , ,4,Asiste,Básica,Asiste,Básica
SR1233930121,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
SR1285117511,Hombre,2015,Universidad Católica del Maule,7,1, , ,3,Asiste,Básica,Asiste,Básica
SR1291431321,Mujer,2015,Universidad del Bío - Bío,8,1, , ,3,Asiste,Básica,Asiste,Básica
SR1326040011,Hombre,2015,Universidad de Concepción,8,1, , ,3,Asiste,Básica,Asiste,Básica
SR1457447621,Mujer,2015,Pontificia Universidad Católica de Valparaíso,5,1, , ,4,Asiste,Básica,Asiste,Básica
SR1479408121,Mujer,2015,Universidad San Sebastián,13,1, , ,4,Asiste,Básica,Asiste,Básica
SR1509420121,Mujer,2015,Universidad Católica del Maule,7,1, , ,3,Asiste,Básica,Asiste,Básica
SR1519461921,Mujer,2015,Universidad de Atacama,3,1, , ,2,Asiste,Básica,Asiste,Básica
SS1544365321,Mujer,2015,Universidad San Sebastián,13,1, , ,4,Asiste,Básica,Asiste,Básica
SS1611350921,Mujer,2015,Universidad San Sebastián,14,1, , ,4,Asiste,Básica,Asiste,Básica
SS1618521121,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,3,Asiste,Básica,Asiste,Básica
SS1620789821,Mujer,2015,Universidad de Atacama,3,1, , ,3,Asiste,Básica,Asiste,Básica
SS1668509521,Mujer,2015,Universidad San Sebastián,10,1, , ,3,Asiste,Básica,Asiste,Básica
SS1759173221,Mujer,2016,Universidad De Playa Ancha De Ciencias De La Educación,5,1, , ,4,Asiste,Básica,Asiste,Básica
SS1788427921,Mujer,2015,Universidad de Atacama,3,1, , ,2,Asiste,Básica,Asiste,Básica
SS1798764421,Mujer,2014,Universidad de Concepción,8,1, , ,3,Asiste,Básica,Asiste,Básica
SS1801357021,Mujer,2015,Universidad San Sebastián,10,1, , ,4,Asiste,Básica,Asiste,Básica
SS1863625821,Mujer,2015,Universidad Santo Tomás,8,1, , ,4,Asiste,Básica,Asiste,Básica
SS1922013521,Mujer,2015,Universidad San Sebastián,10,1, , ,4,Asiste,Básica,Asiste,Básica
SS1947024111,Hombre,2015,Universidad Bernardo O'Higgins,13,1, , ,3,Asiste,Básica,Asiste,Básica
AA2031292521,Mujer,2015,Universidad de las Américas,13,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
BC2030389721,Mujer,2012,Instituto Profesional Los Leones,13,2,2,Esencial, ,Asiste,de Párvulos,Asiste,de Párvulos
CC1564472611,Hombre,2015,Universidad Autónoma de Chile,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
CC2021166721,Mujer,2015,Universidad de las Américas,13,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
DE1194788421,Mujer,2015,Universidad San Sebastián,10,2,3,Apropiado, ,Asiste,Media,Asiste,Media
EC1608873321,Mujer,2015,Universidad de las Américas,8,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
ED1467840621,Mujer,2014,Universidad Andrés Bello,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
EG1075047921,Mujer,2015,Universidad De Playa Ancha De Ciencias De La Educación,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
FF1430331311,Hombre,2015,Universidad de Chile,13,2,4,Competente, ,Asiste,Media,Asiste,Media
FG1411897311,Hombre,2015,Universidad del Desarrollo,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
FG1796209221,Mujer,2015,Universidad del Desarrollo,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
FG1844072311,Hombre,2014,Universidad del Desarrollo,3,2,3,Apropiado, ,Asiste,Media,Asiste,Media
GE1841564121,Mujer,2015,Universidad de las Américas,5,2,4,Competente, ,Asiste,Especial,Asiste,Básica
GE1931338521,Mujer,2011,Instituto Profesional Los Leones,13,2,1,En desarrollo, ,Asiste,de Párvulos,Asiste,de Párvulos
IH1419173221,Mujer,2015,Universidad Bernardo O'Higgins,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
JJ1042232121,Mujer,2015,Universidad Adventista de Chile,8,2,4,Competente, ,Asiste,Media,Asiste,Media
JK1329568521,Mujer,2015,Universidad de las Américas,13,2,2,Esencial, ,Asiste,de Párvulos,Asiste,de Párvulos
KI1786109511,Hombre,2015,Universidad Finis Terrae,13,2,4,Competente, ,Asiste,Media,Asiste,Media
KJ1348380911,Hombre,2014,Universidad de Santiago de Chile,13,2,2,Esencial, ,Asiste,Media,Asiste,Media
KK1861493311,Hombre,2015,Universidad de Tarapacá,15,2,3,Apropiado, ,Asiste,Media,Asiste,Media
KL1270670921,Mujer,2015,Universidad de las Américas,5,2,4,Competente, ,Asiste,Especial,Asiste,Básica
LK1856600711,Hombre,2015,Pontificia Universidad Católica de Valparaíso,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
LK1966731511,Hombre,2015,Universidad Católica del Maule,7,2,3,Apropiado, ,Asiste,Media,Asiste,Media
LL1049431221,Mujer,2015,Universidad Católica de Temuco,9,2,4,Competente, ,Asiste,Media,Asiste,Media
LL1335292621,Mujer,2015,Universidad de Magallanes,12,2,3,Apropiado, ,Asiste,Media,Asiste,Media
LL1407887021,Mujer,2015,Pontificia Universidad Católica de Valparaíso,5,2,2,Esencial, ,Asiste,de Párvulos,Asiste,de Párvulos
LL1515953711,Hombre,2015,Universidad Andrés Bello,5,2,2,Esencial, ,Asiste,Media,Asiste,Media
LM1019985621,Mujer,2015,Universidad de las Américas,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
LM1023718721,Mujer,2015,Pontificia Universidad Católica de Valparaíso,5,2,4,Competente, ,Asiste,Media,Asiste,Media
LM1416625611,Hombre,2014,Pontificia Universidad Católica de Valparaíso,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
LM1574943111,Hombre,2014,Universidad Católica de Temuco,9,2,2,Esencial, ,Asiste,Media,Asiste,Media
LM1942801011,Hombre,2015,Universidad Católica del Maule,7,2,3,Apropiado, ,Asiste,Media,Asiste,Media
LM1945047921,Mujer,2015,Universidad de La Frontera,9,2,4,Competente, ,Asiste,Media,Asiste,Media
LM1966314811,Hombre,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
MK1572970011,Hombre,2015,Universidad del Desarrollo,8,2,4,Competente, ,Asiste,Media,Asiste,Media
MK1618384021,Mujer,2015,Pontificia Universidad Católica de Valparaíso,5,2,4,Competente, ,Asiste,Media,Asiste,Media
MK1833404021,Mujer,2015,Universidad Finis Terrae,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
ML1011707711,Hombre,2016,Universidad De Playa Ancha De Ciencias De La Educación,5,2,4,Competente, ,Asiste,Media,Asiste,Media
ML1024392221,Mujer,2015,Universidad Bernardo O'Higgins,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
ML1187596721,Mujer,2012,Universidad de Los Lagos,10,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
ML1244632421,Mujer,2015,Universidad de las Américas,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
ML1429470421,Mujer,2015,Universidad Católica de Temuco,9,2,3,Apropiado, ,Asiste,Media,Asiste,Media
ML1508678011,Hombre,2015,Universidad Católica de Temuco,9,2,3,Apropiado, ,Asiste,Media,Asiste,Media
MO1612695321,Mujer,2013,Universidad Católica de la Santísima Concepción,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
MO1731842921,Mujer,2013,Universidad Católica del Maule,7,2,3,Apropiado, ,Asiste,Media,Asiste,Media
MO1838591011,Hombre,2015,Universidad de las Américas,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
MO1934437621,Mujer,2014,Pontificia Universidad Católica de Valparaíso,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
MO1946022621,Mujer,2014,Universidad de Santiago de Chile,13,2,4,Competente, ,Asiste,Media,Asiste,Media
NM1540162821,Mujer,2015,Universidad Bernardo O'Higgins,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
NM1881477121,Mujer,2015,Universidad Finis Terrae,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
NN1101338921,Mujer,2015,Universidad Católica del Maule,7,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
NN1153207821,Mujer,2015,Universidad de Tarapacá,15,2,3,Apropiado, ,Asiste,Media,Asiste,Media
NN1380154721,Mujer,2015,Universidad de Concepción,8,2,4,Competente, ,Asiste,Media,Asiste,Media
NN1501016821,Mujer,2015,Universidad Viña del Mar,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
NO1713453111,Hombre,2014,Universidad Autónoma de Chile,7,2,2,Esencial, ,Asiste,Media,Asiste,Media
NO1792696721,Mujer,2015,Universidad De Playa Ancha De Ciencias De La Educación,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
NO1840067321,Mujer,2014,Universidad de las Américas,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
NO1913450121,Mujer,2015,Universidad de las Américas,8,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
NO1944934921,Mujer,2015,Universidad de las Américas,8,2,2,Esencial, ,Asiste,Especial,Asiste,Básica
OM1441289811,Hombre,2016,Universidad Viña del Mar,5,2,2,Esencial, ,Asiste,Media,Asiste,Media
OM1705327821,Mujer,2015,Universidad de Santiago de Chile,13,2,4,Competente, ,Asiste,Media,Asiste,Media
ON1449243311,Hombre,2014,Universidad Católica del Maule,7,2,2,Esencial, ,Asiste,Media,Asiste,Media
OO1795542921,Mujer,2014,Universidad de las Américas,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1003978121,Mujer,2014,Universidad Andrés Bello,13,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1004240111,Hombre,2015,Universidad Adventista de Chile,8,2,2,Esencial, ,Asiste,Media,Asiste,Media
OP1015044611,Hombre,2015,Pontificia Universidad Católica de Chile,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1024003721,Mujer,2015,Universidad Santo Tomás,2,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1025071421,Mujer,2016,Universidad Católica del Maule,7,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
OP1029410821,Mujer,2015,Universidad San Sebastián,8,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1052810211,Hombre,2015,Instituto Profesional Valle Central,8,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1068633621,Mujer,2015,Universidad Diego Portales,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1072858221,Mujer,2015,Universidad San Sebastián,10,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1073594911,Hombre,2014,Universidad Chileno-Británica,13,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1079820521,Mujer,2015,Pontificia Universidad Católica de Chile,6,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1087238921,Mujer,2015,Universidad de Los Andes,13,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1093712921,Mujer,2015,Universidad San Sebastián,10,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1099742521,Mujer,2015,Universidad Bernardo O'Higgins,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1099812321,Mujer,2015,Universidad Central,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1106662021,Mujer,2015,Universidad de las Américas,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1107803721,Mujer,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1112633911,Hombre,2015,Universidad Adventista de Chile,8,2,2,Esencial, ,Asiste,Media,Asiste,Media
OP1123003611,Hombre,2014,Universidad de Ciencias de la Informática,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1132118811,Hombre,2015,Universidad del Bío - Bío,8,2,2,Esencial, ,Asiste,Media,Asiste,Media
OP1141419021,Mujer,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1143738321,Mujer,2014,Universidad Andrés Bello,5,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1158342321,Mujer,2015,Universidad San Sebastián,10,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1170130011,Hombre,2015,Universidad Autónoma de Chile,7,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1171511721,Mujer,2015,Universidad Autónoma de Chile,9,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1179061021,Mujer,2015,Universidad Diego Portales,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1179963611,Hombre,2016,Universidad Alberto Hurtado,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1185842711,Hombre,2015,Universidad de las Américas,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1189933221,Mujer,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1194725021,Mujer,2015,Universidad de la Serena,4,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
OP1214468921,Mujer,2015,Universidad Autónoma de Chile,7,2,2,Esencial, ,Asiste,Media,Asiste,Media
OP1246932211,Hombre,2015,Universidad Alberto Hurtado,13,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1253628521,Mujer,2016,Universidad De Playa Ancha De Ciencias De La Educación,5,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1257892111,Hombre,2015,Pontificia Universidad Católica de Chile,13,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1261461521,Mujer,2015,Universidad de Atacama,3,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1264043521,Mujer,2015,Pontificia Universidad Católica de Chile,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1280042821,Mujer,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1288177521,Mujer,2015,Universidad de Atacama,3,2,1,En desarrollo, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1288659511,Hombre,2015,Universidad San Sebastián,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1290468421,Mujer,2015,Universidad San Sebastián,10,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1319027021,Mujer,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1321561311,Hombre,2014,Universidad de Ciencias de la Informática,13,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1328068211,Hombre,2014,Universidad Católica del Maule,7,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1328887621,Mujer,2015,Pontificia Universidad Católica de Chile,13,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1332013921,Mujer,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1336675321,Mujer,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1337959721,Mujer,2015,Universidad Santo Tomás,13,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1344288621,Mujer,2015,Universidad Diego Portales,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1348754711,Hombre,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1353270521,Mujer,2015,Universidad Adventista de Chile,8,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1353713221,Mujer,2016,Universidad de Santiago de Chile,13,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1355775021,Mujer,2015,Pontificia Universidad Católica de Chile,13,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1357605121,Mujer,2016,Universidad De Playa Ancha De Ciencias De La Educación,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1365864321,Mujer,2015,Universidad de Atacama,3,2,2,Esencial, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1367718121,Mujer,2016,Universidad Católica del Maule,7,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1375059821,Mujer,2015,Universidad del Desarrollo,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1379802611,Hombre,2015,Universidad de La Frontera,9,2,2,Esencial, ,Asiste,Media,Asiste,Media
OP1384389911,Hombre,2015,Universidad San Sebastián,10,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1392838221,Mujer,2016,Universidad Católica del Maule,7,2,4,Competente, ,Asiste,Especial,Asiste,Básica
OP1394776121,Mujer,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1397202021,Mujer,2016,Universidad del Desarrollo,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1404275111,Hombre,2015,Pontificia Universidad Católica de Valparaíso,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1407136111,Hombre,2015,Universidad de Antofagasta,2,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1433152611,Hombre,2015,Universidad Bernardo O'Higgins,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1442802411,Hombre,2015,Universidad del Desarrollo,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1445132711,Hombre,2016,Universidad Alberto Hurtado,13,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1449126821,Mujer,2015,Universidad de las Américas,5,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1451486321,Mujer,2015,Universidad Mayor,6,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1453131921,Mujer,2015,Universidad San Sebastián,10,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1480232521,Mujer,2014,Pontificia Universidad Católica de Chile,13,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1481261121,Mujer,2016,Universidad Católica del Maule,7,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1484127121,Mujer,2015,Universidad Católica de la Santísima Concepción,8,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1484499611,Hombre,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1486475511,Hombre,2014,Instituto Profesional Valle Central,13,2,2,Esencial, ,Asiste,Media,Asiste,Media
OP1494172621,Mujer,2015,Universidad Andrés Bello,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1500731721,Mujer,2015,Universidad Católica Silva Henríquez,13,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
OP1509071711,Hombre,2015,Universidad de Chile,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OP1513229121,Mujer,2014,Universidad de Concepción,8,2,3,Apropiado, ,Asiste,Media,No asiste, 
OP1526894721,Mujer,2015,Universidad del Desarrollo,8,2,4,Competente, ,Asiste,Media,Asiste,Media
OP1532864021,Mujer,2015,Universidad Andrés Bello,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OQ1548578221,Mujer,2015,Universidad de las Américas,8,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1552327111,Hombre,2015,Universidad Bernardo O'Higgins,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
